Player,Games Played,Games Started,Total Minutes Played,Average Minutes Per Game,Field Goals Made,Field Goals Attempted,Field Goals Percentage,3pts Made,3pts Attempted,3pts Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Total Points,Average Points Per Game,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Average Rebounds Per Game,Personal Fouls,Assists,Turnovers,Steals,Blocks,Team,Tournament Wins
"Bynum, Jared",29,24,802,27.7,96,250,0.384,38,119,0.319,59,71,0.831,289,10,11,60,71,2.4,55,125,47,25,4,Providence,0
"Breed, Alyn ",32,9,593,18.5,51,128,0.398,13,47,0.277,38,46,0.826,153,4.8,5,71,76,2.4,54,49,39,23,0,Providence,0
"Moore, Clifton",33,1,437,13.2,59,122,0.484,6,23,0.261,28,38,0.737,152,4.6,46,65,111,3.4,43,11,19,12,39,Providence,0
"Floyd, Jr., Corey",29,0,278,9.6,25,56,0.446,13,31,0.419,11,13,0.846,74,2.6,10,24,34,1.2,20,12,14,8,2,Providence,0
"Pierre, Jayden",33,0,363,11,32,75,0.427,12,22,0.545,8,10,0.8,84,2.5,9,25,34,1,24,64,24,8,3,Providence,0
"Castro, Rafael",26,0,168,6.5,19,37,0.514,0,4,0,10,16,0.625,48,1.8,27,28,55,2.1,15,8,8,10,13,Providence,0
"Fonts, Luke",4,0,5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Providence,0
"O'Haire, Kieran",5,0,6,1.2,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0.4,1,1,0,1,0,Providence,0
"Johnson, Keyontae ",36,36,1230,34.2,236,457,0.516,47,116,0.405,108,151,0.715,627,17.4,54,191,245,6.8,87,77,106,37,7,Kansas St,3
"Nowell, Markquis ",36,36,1328,36.9,180,466,0.386,88,248,0.355,185,208,0.889,633,17.6,13,113,126,3.5,73,297,132,92,2,Kansas St,3
"Tomlin, Nae'Qwan ",36,36,980,27.2,147,294,0.5,19,69,0.275,62,84,0.738,375,10.4,80,131,211,5.9,106,42,46,43,35,Kansas St,3
"Sills, Desi ",35,9,1030,29.4,102,227,0.449,18,79,0.228,83,109,0.761,305,8.7,16,105,121,3.5,84,78,58,33,12,Kansas St,3
"Carter, Cam ",36,36,948,26.3,86,224,0.384,35,105,0.333,27,38,0.711,234,6.5,13,95,108,3,78,52,54,33,9,Kansas St,3
"N'Guessan, David ",29,18,564,19.4,77,109,0.706,5,10,0.5,28,60,0.467,187,6.4,41,60,101,3.5,61,23,25,20,15,Kansas St,3
"Massoud, Ismael ",32,0,488,15.3,55,141,0.39,38,91,0.418,26,29,0.897,174,5.4,23,31,54,1.7,58,15,15,7,5,Kansas St,3
"Iyiola, Abayomi ",31,9,353,11.4,38,68,0.559,0,1,0,30,39,0.769,106,3.4,29,57,86,2.8,53,10,25,10,11,Kansas St,3
"Finister, Dorian ",6,0,53,8.8,5,10,0.5,2,2,1,0,0,0,12,2,2,12,14,2.3,1,7,2,2,0,Kansas St,3
"Greene, Tykei ",32,0,338,10.6,35,81,0.432,6,30,0.2,10,29,0.345,86,2.7,29,33,62,1.9,43,9,12,12,4,Kansas St,3
"Awbrey, Nate ",10,0,13,1.3,0,6,0,0,1,0,3,4,0.75,3,0.3,0,0,0,0,0,1,2,0,0,Kansas St,3
"Battle, RaeQuan",35,35,1038,29.7,223,475,0.469,53,150,0.353,120,144,0.833,619,17.7,20,81,101,2.9,82,33,52,29,18,Montana St,0
"Belo, Jubrile",35,35,856,24.5,149,256,0.582,0,1,0,149,205,0.727,447,12.8,72,137,209,6,95,35,80,24,33,Montana St,0
"Osobor, Great",34,2,642,18.9,121,194,0.624,1,2,0.5,99,149,0.664,342,10.1,48,107,155,4.6,97,33,72,22,30,Montana St,0
"Brown II, Darius",34,33,1001,29.4,106,228,0.465,29,73,0.397,70,77,0.909,311,9.1,15,135,150,4.4,67,167,56,60,1,Montana St,0
"Fuller, Caleb",34,24,831,24.4,75,167,0.449,17,63,0.27,58,66,0.879,225,6.6,22,89,111,3.3,78,36,40,17,3,Montana St,0
"Patterson, Tyler",35,31,830,23.7,60,163,0.368,50,145,0.345,4,5,0.8,174,5,4,38,42,1.2,41,16,16,16,6,Montana St,0
"Ford III, Robert",35,2,728,20.8,42,147,0.286,22,84,0.262,49,64,0.766,155,4.4,27,85,112,3.2,65,64,44,33,3,Montana St,0
"McMahon, Patrick",15,0,253,16.9,28,56,0.5,6,12,0.5,5,15,0.333,67,4.5,7,23,30,2,24,8,7,6,3,Montana St,0
"Lecholat, Sam",35,11,404,11.5,32,66,0.485,11,31,0.355,40,61,0.656,115,3.3,25,51,76,2.2,50,19,19,7,6,Montana St,0
"Germer, Alex",10,0,39,3.9,6,16,0.375,2,9,0.222,7,9,0.778,21,2.1,4,3,7,0.7,6,0,0,0,0,Montana St,0
"Miller, Jed",15,0,84,5.6,15,31,0.484,12,25,0.48,0,1,0,42,2.8,1,14,15,1,11,13,2,9,1,Montana St,0
"Gazelas, Nick ",30,2,288,9.6,14,54,0.259,7,32,0.219,12,16,0.75,47,1.6,0,15,15,0.5,22,11,12,6,0,Montana St,0
"Ash, Carter",6,0,19,3.2,3,7,0.429,2,5,0.4,1,2,0.5,9,1.5,0,4,4,0.7,1,2,0,0,0,Montana St,0
"Colceag, Luca",10,0,36,3.6,5,16,0.313,4,10,0.4,0,0,0,14,1.4,4,8,12,1.2,2,1,2,0,0,Montana St,0
"Hauser, Joey",34,34,1157,34,164,339,0.484,77,167,0.461,85,97,0.876,490,14.4,45,194,239,7,78,61,50,14,7,Michigan St,2
"Walker, Tyson",34,34,1155,34,197,429,0.459,59,142,0.415,51,64,0.797,504,14.8,9,77,86,2.5,75,98,43,38,8,Michigan St,2
"Hoggard, A.J. ",34,33,1040,30.6,143,343,0.417,24,73,0.329,127,158,0.804,437,12.9,6,119,125,3.7,80,201,88,30,11,Michigan St,2
"Akins, Jaden",30,25,824,27.5,110,262,0.42,49,116,0.422,24,34,0.706,293,9.8,24,95,119,4,45,36,39,36,11,Michigan St,2
"Hall, Malik",23,5,595,25.9,72,165,0.436,16,49,0.327,44,52,0.846,204,8.9,33,67,100,4.3,46,28,35,12,9,Michigan St,2
"Sissoko, Mady",34,33,727,21.4,63,103,0.612,0,0,0,47,74,0.635,173,5.1,58,148,206,6.1,95,18,42,9,28,Michigan St,2
"Brooks II, Pierre",30,5,429,14.3,39,117,0.333,24,74,0.324,6,10,0.6,108,3.6,16,35,51,1.7,21,11,11,5,0,Michigan St,2
"Kohler, Jaxon",34,0,365,10.7,50,99,0.505,0,2,0,2,8,0.25,102,3,35,63,98,2.9,45,10,21,5,16,Michigan St,2
"Cooper, Carson",30,0,199,6.6,19,26,0.731,0,0,0,9,19,0.474,47,1.6,12,15,27,0.9,32,3,7,4,8,Michigan St,2
"Holloman, Tre",34,0,292,8.6,17,44,0.386,3,13,0.231,6,10,0.6,43,1.3,3,24,27,0.8,33,29,11,5,3,Michigan St,2
"Whitens, Jason",19,1,80,4.2,4,6,0.667,0,2,0,0,0,0,8,0.4,4,6,10,0.5,3,2,2,3,0,Michigan St,2
"Izzo, Steven",8,0,8,1,0,4,0,0,1,0,0,2,0,0,0,1,1,2,0.3,2,0,0,0,0,Michigan St,2
"Sanders, Nick",7,0,7,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan St,2
"Smith, Davis",12,0,22,1.8,1,5,0.2,0,2,0,0,0,0,2,0.2,1,1,2,0.2,2,0,1,0,0,Michigan St,2
"Ellis, Boogie",33,33,1092,33.1,190,438,0.434,83,215,0.386,120,149,0.805,583,17.7,10,113,123,3.7,81,102,62,46,7,USC,0
"Peterson, Drew",33,33,1182,35.8,164,371,0.442,48,134,0.358,82,109,0.752,458,13.9,29,177,206,6.2,57,143,90,35,25,USC,0
"Johnson, Kobe",33,29,952,28.8,101,216,0.468,31,86,0.36,69,82,0.841,302,9.2,43,123,166,5,75,85,57,72,14,USC,0
"White, Tre",33,29,881,26.7,117,247,0.474,13,49,0.265,49,71,0.69,296,9,45,122,167,5.1,71,34,40,15,9,USC,0
"Dixon-Waters, Reese",29,8,740,25.5,102,233,0.438,24,81,0.296,55,71,0.775,283,9.8,22,71,93,3.2,62,33,55,21,12,USC,0
"Morgan, Joshua",29,28,707,24.4,82,141,0.582,0,1,0,38,69,0.551,202,7,53,97,150,5.2,76,15,34,14,63,USC,0
"Iwuchukwu, Vincent",14,5,194,13.9,28,55,0.509,0,0,0,19,24,0.792,75,5.4,12,23,35,2.5,22,4,16,1,14,USC,0
"Thomas, Malik",27,0,221,8.2,23,63,0.365,5,19,0.263,14,19,0.737,65,2.4,8,20,28,1,31,9,14,10,0,USC,0
"Hornery, Harrison",24,0,168,7,13,30,0.433,5,16,0.313,4,7,0.571,35,1.5,9,15,24,1,20,4,4,5,5,USC,0
"Sellers, Oziyah ",25,0,130,5.2,11,31,0.355,5,19,0.263,1,2,0.5,28,1.1,1,6,7,0.3,8,5,1,3,1,USC,0
"Wright, Kijani",29,0,282,9.7,22,47,0.468,0,0,0,12,19,0.632,56,1.9,27,26,53,1.8,48,10,11,2,14,USC,0
"Brooker, Zach",2,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,USC,0
"Niagu, Iaroslav",16,0,76,4.8,2,6,0.333,0,0,0,2,2,1,6,0.4,3,9,12,0.8,16,1,4,3,3,USC,0
"Jones, Kam ",36,36,1071,29.8,201,435,0.462,100,278,0.36,40,61,0.656,542,15.1,8,120,128,3.6,50,72,36,50,5,Marquette,1
"Kolek, Tyler ",36,36,1166,32.4,165,350,0.471,47,118,0.398,89,111,0.802,466,12.9,27,122,149,4.1,69,270,90,64,5,Marquette,1
"Prosper, Olivier-Maxence ",36,36,1048,29.1,150,293,0.512,39,115,0.339,111,151,0.735,450,12.5,61,107,168,4.7,83,24,50,33,5,Marquette,1
"Ighodaro, Oso ",36,36,1117,31,186,282,0.66,0,0,0,40,74,0.541,412,11.4,67,147,214,5.9,86,119,58,32,54,Marquette,1
"Joplin, David ",36,0,687,19.1,113,269,0.42,67,168,0.399,39,48,0.813,332,9.2,29,87,116,3.2,68,29,46,22,11,Marquette,1
"Mitchell, Stevie ",36,36,839,23.3,94,204,0.461,21,70,0.3,45,60,0.75,254,7.1,29,76,105,2.9,86,37,25,60,4,Marquette,1
"Ross, Chase ",36,0,591,16.4,60,132,0.455,20,62,0.323,27,35,0.771,167,4.6,14,47,61,1.7,67,27,23,40,5,Marquette,1
"Jones, Sean ",33,0,400,12.1,43,103,0.417,13,41,0.317,21,33,0.636,120,3.6,4,23,27,0.8,34,35,27,16,0,Marquette,1
"Gold, Ben ",36,0,284,7.9,36,83,0.434,15,50,0.3,9,13,0.692,96,2.7,19,18,37,1,30,8,14,11,18,Marquette,1
"Wrightsil, Zach ",3,0,26,8.7,2,6,0.333,0,1,0,0,0,0,4,1.3,1,4,5,1.7,0,2,4,1,0,Marquette,1
"Ciardo, Jake ",5,0,6,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marquette,1
"Itejere, Keeyan ",13,0,31,2.4,5,5,1,0,0,0,1,2,0.5,11,0.8,1,6,7,0.5,5,0,3,0,1,Marquette,1
"Kennedy, Michael ",11,0,12,1.1,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0.3,3,0,1,1,0,Marquette,1
"Kozinski, Caleb ",5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marquette,1
"Lucas, Jonah ",8,0,8,1,1,3,0.333,0,2,0,0,0,0,2,0.3,2,2,4,0.5,0,1,0,0,0,Marquette,1
"Walson, RJ ",9,0,9,1,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Marquette,1
"Penn, Dylan",34,34,936,27.5,178,331,0.538,19,55,0.345,80,95,0.842,455,13.4,13,93,106,3.1,48,73,57,24,9,Vermont,0
"Sullivan, Finn",32,32,928,29,128,302,0.424,61,191,0.319,56,77,0.727,373,11.7,18,140,158,4.9,70,77,47,37,25,Vermont,0
"Deloney, Aaron",34,7,781,23,132,295,0.447,64,159,0.403,65,89,0.73,393,11.6,11,66,77,2.3,42,62,29,22,0,Vermont,0
"Veretto, Matt",34,26,753,22.1,112,224,0.5,58,140,0.414,21,28,0.75,303,8.9,20,82,102,3,52,29,11,21,18,Vermont,0
"Duncan, Robin",34,33,1049,30.9,109,203,0.537,7,30,0.233,42,89,0.472,267,7.9,65,179,244,7.2,71,149,47,30,13,Vermont,0
"Gibson, Kam",33,28,784,23.8,87,197,0.442,41,111,0.369,27,38,0.711,242,7.3,7,46,53,1.6,48,23,10,17,3,Vermont,0
"Hurley, TJ",31,0,500,16.1,46,115,0.4,28,68,0.412,38,40,0.95,158,5.1,4,49,53,1.7,41,15,17,7,1,Vermont,0
"Fiorillo, Nick",14,8,224,16,24,62,0.387,5,31,0.161,5,9,0.556,58,4.1,8,19,27,1.9,26,11,17,3,6,Vermont,0
"Ayo-Faleye, Ileri",29,1,360,12.4,31,68,0.456,6,21,0.286,23,33,0.697,91,3.1,17,41,58,2,47,6,20,15,16,Vermont,0
"Alamutu, Sam",24,0,231,9.6,25,38,0.658,2,4,0.5,5,13,0.385,57,2.4,13,38,51,2.1,14,11,22,15,2,Vermont,0
"Smith Jr., Perry",26,1,250,9.6,21,45,0.467,0,0,0,8,22,0.364,50,1.9,13,32,45,1.7,35,8,15,4,4,Vermont,0
"Ochoa, Jorge",11,0,37,3.4,5,10,0.5,0,0,0,5,5,1,15,1.4,1,4,5,0.5,4,1,3,1,1,Vermont,0
"Ndayishimiye, Michel",15,0,42,2.8,3,11,0.273,1,6,0.167,2,3,0.667,9,0.6,0,1,1,0.1,6,0,6,4,0,Vermont,0
"Sasser, Marcus ",36,36,1109,30.8,190,434,0.438,96,250,0.384,128,151,0.848,604,16.8,13,89,102,2.8,55,111,58,58,6,Houston,2
"Walker, Jarace ",36,35,995,27.6,158,340,0.465,35,101,0.347,53,80,0.663,404,11.2,82,163,245,6.8,74,65,53,35,46,Houston,2
"Mark, Tramon ",37,37,1088,29.4,128,328,0.39,39,119,0.328,80,102,0.784,375,10.1,47,134,181,4.9,71,67,45,39,15,Houston,2
"Shead, Jamal ",37,37,1205,32.6,146,352,0.415,45,145,0.31,52,71,0.732,389,10.5,20,91,111,3,80,200,76,63,8,Houston,2
"Roberts, J'Wan ",37,36,975,26.4,156,255,0.612,0,1,0,59,86,0.686,371,10,111,174,285,7.7,79,44,38,26,49,Houston,2
"Sharp, Emanuel ",33,0,515,15.6,58,159,0.365,43,124,0.347,37,42,0.881,196,5.9,18,54,72,2.2,72,16,26,10,2,Houston,2
"Francis, Ja'Vier ",35,1,360,10.3,62,87,0.713,0,0,0,26,44,0.591,150,4.3,49,72,121,3.5,56,6,9,12,39,Houston,2
"Arceneaux, Terrance ",34,1,471,13.9,49,133,0.368,17,68,0.25,10,19,0.526,125,3.7,31,54,85,2.5,36,19,19,22,5,Houston,2
"Chaney, Reggie ",35,1,470,13.4,45,68,0.662,0,0,0,14,32,0.438,104,3,45,50,95,2.7,74,12,19,23,12,Houston,2
"Walker Jr., Ramon ",10,0,152,15.2,10,28,0.357,4,15,0.267,5,7,0.714,29,2.9,7,18,25,2.5,16,4,6,2,0,Houston,2
"Elvin, Ryan ",15,0,44,2.9,8,19,0.421,5,12,0.417,2,2,1,23,1.5,1,3,4,0.3,4,0,0,3,0,Houston,2
"Bowser, Darius ",6,1,16,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3,1,0,0,0,0,Houston,2
"Warrick, Marques",35,35,1205,34.4,226,524,0.431,87,228,0.382,120,147,0.816,659,18.8,18,64,82,2.3,45,92,75,45,9,N Kentucky,0
"Vinson, Sam",32,32,1049,32.8,131,328,0.399,48,149,0.322,68,98,0.694,378,11.8,45,93,138,4.3,80,91,57,76,8,N Kentucky,0
"Faulkner, Trevon",35,8,864,24.7,102,261,0.391,48,145,0.331,43,52,0.827,295,8.4,18,77,95,2.7,56,30,33,35,3,N Kentucky,0
"Rhodes, Xavier",34,34,957,28.1,98,222,0.441,21,55,0.382,44,81,0.543,261,7.7,21,59,80,2.4,84,123,63,67,8,N Kentucky,0
"Robinson, Trey",34,25,758,22.3,80,211,0.379,35,103,0.34,44,58,0.759,239,7,43,82,125,3.7,64,53,43,33,12,N Kentucky,0
"Brandon, Chris",35,34,1012,28.9,103,158,0.652,0,2,0,30,56,0.536,236,6.7,138,209,347,9.9,103,28,39,35,24,N Kentucky,0
"Pivorius, Hubertas",30,1,330,11,27,86,0.314,25,75,0.333,6,10,0.6,85,2.8,4,13,17,0.6,8,16,14,3,0,N Kentucky,0
"Zorgvol, Imanuel",32,1,292,9.1,34,57,0.596,0,0,0,14,24,0.583,82,2.6,32,58,90,2.8,41,3,17,11,21,N Kentucky,0
"Sumler, A'lahn",28,0,284,10.1,29,80,0.363,14,48,0.292,9,14,0.643,81,2.9,11,15,26,0.9,26,11,18,8,0,N Kentucky,0
"Wells, LJ",24,4,210,8.8,15,41,0.366,2,8,0.25,7,11,0.636,39,1.6,19,30,49,2,18,9,7,10,4,N Kentucky,0
"Evans, Jake",17,1,114,6.7,4,17,0.235,3,9,0.333,1,2,0.5,12,0.7,1,3,4,0.2,7,12,1,5,0,N Kentucky,0
"Hupmann, Noah",3,0,5,1.7,0,1,0,0,0,0,1,2,0.5,1,0.3,1,2,3,1,1,0,2,0,0,N Kentucky,0
"Mason, Isaiah",11,0,40,3.6,2,11,0.182,0,5,0,0,1,0,4,0.4,4,3,7,0.6,0,0,2,1,0,N Kentucky,0
"Minor, Mitchel",2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N Kentucky,0
"Sherman, Cole",2,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N Kentucky,0
Kris Murray,29,29,1010,34,217,456,0.476,66,197,0.335,86,118,0.729,586,20.2,80,150,230,7.9,61,58,44,30,34,Iowa,0
Filip Rebraca,33,33,1040,31,177,310,0.571,2,6,0.333,108,161,0.671,464,14.1,95,154,249,7.5,90,67,54,18,31,Iowa,0
Tony Perkins,32,32,949,29,143,325,0.44,22,66,0.333,87,114,0.763,395,12.3,44,87,131,4.1,67,88,55,46,13,Iowa,0
Payton Sandfort,33,7,684,20,115,285,0.404,59,172,0.343,51,59,0.864,340,10.3,36,98,134,4.1,62,48,22,19,7,Iowa,0
Patrick McCaffery,27,14,604,22,88,215,0.409,35,102,0.343,54,70,0.771,265,9.8,24,70,94,3.5,23,28,28,22,10,Iowa,0
Connor McCaffery,32,22,963,30,61,159,0.384,38,114,0.333,49,56,0.875,209,6.5,28,103,131,4.1,89,117,30,42,0,Iowa,0
Ahron Ulis,32,27,721,22,72,182,0.396,22,69,0.319,29,41,0.707,195,6.1,6,44,50,1.6,42,67,35,17,4,Iowa,0
Dasonte Bowen,26,1,243,9,29,61,0.475,4,11,0.364,19,28,0.679,81,3.1,9,14,23,0.9,26,26,25,7,1,Iowa,0
Josh Dix,31,0,284,9,21,52,0.404,14,35,0.4,6,9,0.667,62,2,7,21,28,0.9,14,28,11,7,3,Iowa,0
Josh Ogundele,11,0,71,6,9,12,0.75,0,0,0,3,7,0.429,21,1.9,9,10,19,1.7,10,6,7,6,4,Iowa,0
Luc Laketa,4,0,10,2,1,3,0.333,1,3,0.333,1,2,0.5,4,1,1,3,4,1,2,0,0,0,0,Iowa,0
Riley Mulvey,12,0,49,4,5,10,0.5,0,1,0,1,2,0.5,11,0.9,5,6,11,0.9,2,2,1,1,5,Iowa,0
Carter Kingsbury,8,0,31,3,2,5,0.4,2,2,1,1,2,0.5,7,0.9,1,5,6,0.8,0,4,1,1,0,Iowa,0
Dante Eldridge,3,0,8,2,1,2,0.5,0,1,0,0,2,0,2,0.7,0,1,1,0.3,0,2,0,0,0,Iowa,0
Johni Broome,33,33,874,26,194,368,0.527,9,31,0.29,70,125,0.56,467,14.2,96,181,277,8.4,99,44,57,29,78,Auburn,1
Wendell Green Jr.,34,34,958,28,132,363,0.364,43,146,0.295,160,190,0.842,467,13.7,12,98,110,3.2,67,140,92,58,1,Auburn,1
Jaylin Williams,33,33,918,27,136,292,0.466,40,113,0.354,56,73,0.767,368,11.2,41,113,154,4.7,78,74,39,35,25,Auburn,1
Allen Flanigan,34,19,917,26,117,265,0.442,36,108,0.333,72,95,0.758,342,10.1,29,140,169,5,70,50,60,28,8,Auburn,1
K.D. Johnson,33,0,722,21,90,236,0.381,36,108,0.333,77,111,0.694,293,8.9,15,48,63,1.9,76,43,50,36,1,Auburn,1
Dylan Cardwell,32,1,427,13,56,75,0.747,0,1,0,7,22,0.318,119,3.7,54,66,120,3.8,64,35,20,9,43,Auburn,1
Chris Moore,31,16,448,14,37,75,0.493,9,22,0.409,25,35,0.714,108,3.5,36,30,66,2.1,47,19,21,15,9,Auburn,1
Zep Jasper,34,34,612,18,33,100,0.33,19,67,0.284,10,15,0.667,95,2.8,9,21,30,0.9,56,15,9,15,1,Auburn,1
Chance Westry,11,0,104,9,12,38,0.316,0,14,0,3,7,0.429,27,2.5,4,4,8,0.7,17,11,9,8,2,Auburn,1
Tre Donaldson,32,0,336,10,28,73,0.384,13,32,0.406,11,20,0.55,80,2.5,3,43,46,1.4,32,39,19,21,1,Auburn,1
Lior Berman,25,0,235,9,20,49,0.408,11,31,0.355,3,5,0.6,54,2.2,12,17,29,1.2,31,3,8,8,0,Auburn,1
Yohan Traore,25,0,246,9,20,50,0.4,5,26,0.192,8,23,0.348,53,2.1,15,20,35,1.4,17,6,11,0,2,Auburn,1
Babatunde Akingbola,4,0,14,3,0,5,0,0,1,0,1,2,0.5,1,0.3,2,0,2,0.5,1,0,0,1,1,Auburn,1
Jalen Harper,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auburn,1
Carter Sobera,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auburn,1
Chandler Leopard,6,0,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0.2,0,0,0,0,0,Auburn,1
Isaiah Wong,37,37,1237,33,192,431,0.445,61,159,0.384,153,181,0.845,598,16.2,39,121,160,4.3,67,118,77,51,14,Umiami,4
Jordan Miller,37,37,1293,34,218,400,0.545,32,91,0.352,98,125,0.784,566,15.3,76,154,230,6.2,63,99,49,45,15,Umiami,4
Nijel Pack,35,35,1106,31,173,392,0.441,86,213,0.404,45,51,0.882,477,13.6,20,75,95,2.7,53,81,59,34,6,Umiami,4
Norchad Omier,37,36,1067,28,186,324,0.574,5,16,0.313,109,148,0.736,486,13.1,133,238,371,10,111,47,72,41,42,Umiami,4
Wooga Poplar,37,36,870,23,117,249,0.47,39,104,0.375,39,45,0.867,312,8.4,17,104,121,3.3,80,54,43,42,9,Umiami,4
Bensley Joseph,37,2,739,19,63,151,0.417,35,88,0.398,34,49,0.694,195,5.3,13,63,76,2.1,66,75,42,23,12,Umiami,4
Harlond Beverly,37,1,451,12,46,99,0.465,13,41,0.317,24,30,0.8,129,3.5,4,41,45,1.2,24,44,30,20,2,Umiami,4
Anthony Walker,37,1,377,10,44,104,0.423,3,24,0.125,14,22,0.636,105,2.8,14,32,46,1.2,27,10,16,11,6,Umiami,4
Christian Watson,11,0,36,3,6,18,0.333,3,8,0.375,2,5,0.4,17,1.5,2,3,5,0.5,2,1,1,0,0,Umiami,4
AJ Casey,29,0,185,6,9,27,0.333,1,10,0.1,8,12,0.667,27,0.9,11,19,30,1,21,5,4,1,6,Umiami,4
Favour Aire,14,0,37,2,3,7,0.429,0,0,0,3,7,0.429,9,0.6,4,4,8,0.6,13,0,3,2,2,Umiami,4
Jakai Robinson,7,0,16,2,1,2,0.5,0,0,0,2,2,1,4,0.6,2,0,2,0.3,0,1,1,0,1,Umiami,4
Danilo Jovanovich,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Umiami,4
Filippos Gkogkos,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Umiami,4
"DeVries, Tucker",34,34,1126,33.1,212,475,0.446,88,236,0.373,119,142,0.838,631,18.6,29,164,193,5.7,67,60,52,37,8,Drake,0
"Penn, Roman",34,32,1059,31.1,163,335,0.487,15,43,0.349,87,107,0.813,428,12.6,23,134,157,4.6,87,186,68,30,6,Drake,0
"Brodie, Darnell",35,35,865,24.7,130,242,0.537,1,1,1,59,100,0.59,320,9.1,75,181,256,7.3,81,37,58,8,35,Drake,0
"Sturtz, Garrett",35,35,1024,29.3,126,212,0.594,7,19,0.368,66,78,0.846,325,9.3,44,170,214,6.1,49,37,33,35,7,Drake,0
"Wilkins, D.J.",35,34,1013,28.9,95,258,0.368,70,189,0.37,26,32,0.813,286,8.2,9,60,69,2,59,54,36,20,3,Drake,0
"Samake, Issa",1,0,12,12,4,7,0.571,0,1,0,0,2,0,8,8,5,2,7,7,1,2,1,2,2,Drake,0
"Calhoun, Sardaar",32,1,591,18.5,83,201,0.413,45,117,0.385,23,28,0.821,234,7.3,15,55,70,2.2,42,11,31,15,7,Drake,0
"Enright, Conor",35,4,652,18.6,53,122,0.434,19,59,0.322,19,29,0.655,144,4.1,11,65,76,2.2,69,56,32,25,2,Drake,0
"Djamgouz, Okay",27,0,206,7.6,27,57,0.474,26,50,0.52,5,6,0.833,85,3.1,1,9,10,0.4,8,5,5,3,0,Drake,0
"Ferguson, Nate",27,0,327,12.1,36,53,0.679,0,1,0,22,28,0.786,94,3.5,22,47,69,2.6,26,12,14,5,8,Drake,0
"Northweather, Eric",23,0,214,9.3,20,61,0.328,5,29,0.172,7,13,0.538,52,2.3,13,34,47,2,25,15,11,6,12,Drake,0
"Burns, Bryceson",15,0,61,4.1,3,9,0.333,2,6,0.333,2,2,1,10,0.7,1,2,3,0.2,8,3,3,1,2,Drake,0
"Jackson-Davis, Trayce ",32,32,1107,34.6,262,450,0.582,0,0,0,146,210,0.695,670,20.9,91,255,346,10.8,54,129,82,27,92,Indiana,1
"Hood-Schifino, Jalen ",32,32,1061,33.2,168,403,0.417,37,111,0.333,59,76,0.776,432,13.5,14,118,132,4.1,78,117,89,26,8,Indiana,1
"Johnson, Xavier ",11,11,276,25.1,34,82,0.415,10,27,0.37,31,39,0.795,109,9.9,2,34,36,3.3,24,54,31,13,0,Indiana,1
"Kopp, Miller ",35,35,1058,30.2,100,208,0.481,63,142,0.444,19,23,0.826,282,8.1,14,75,89,2.5,74,43,22,24,5,Indiana,1
"Thompson, Race ",30,29,695,23.2,97,197,0.492,12,43,0.279,45,65,0.692,251,8.4,48,107,155,5.2,63,30,32,29,27,Indiana,1
"Galloway, Trey ",32,25,881,27.5,77,163,0.472,30,65,0.462,29,45,0.644,213,6.7,20,76,96,3,62,66,24,22,2,Indiana,1
"Reneau, Malik ",35,3,526,15,89,161,0.553,2,8,0.25,35,49,0.714,215,6.1,40,91,131,3.7,89,27,48,16,9,Indiana,1
"Bates, Tamar ",35,2,714,20.4,76,194,0.392,37,99,0.374,25,27,0.926,214,6.1,10,46,56,1.6,60,39,25,16,2,Indiana,1
"Geronimo, Jordan ",27,6,332,12.3,46,84,0.548,5,19,0.263,16,26,0.615,113,4.2,22,44,66,2.4,49,8,17,13,23,Indiana,1
"Banks, Kaleb ",24,0,135,5.6,16,29,0.552,2,5,0.4,15,28,0.536,49,2,6,15,21,0.9,18,8,9,4,2,Indiana,1
"Duncomb, Logan ",9,0,53,5.9,12,16,0.75,0,0,0,2,7,0.286,26,2.9,5,10,15,1.7,8,2,3,1,5,Indiana,1
